name,smiles,inchikey,set
Tetramethylthiuram monosulfide,CN(C)C(=S)SC(=S)N(C)C,REQPQFUJGGOFQL-UHFFFAOYSA-N,approved drug
DIPYRITHIONE,[O-][n+]1ccccc1SSc1cccc[n+]1[O-],ZHDBTKPXEJDTTQ-UHFFFAOYSA-N,approved drug
CLOMETACIN,COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,DGMZLCLHHVYDIS-UHFFFAOYSA-N,approved drug
MECLORALUREA,CNC(=O)NC(O)C(Cl)(Cl)Cl,BULMIDNYAWYAMZ-UHFFFAOYSA-N,approved drug
CINEPAZIDE,COc1cc(/C=C/C(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC,RCUDFXMNPQNBDU-VOTSOKGWSA-N,approved drug
MELEVODOPA,COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,XBBDACCLCFWBSI-ZETCQYMHSA-N,approved drug
FLUACIZINE,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,VHEOUJNDDFHPGJ-UHFFFAOYSA-N,approved drug
CETRIMIDE,CCCCCCCCCCCCCC[N+](C)(C)C,GLFDLEXFOHUASB-UHFFFAOYSA-N,approved drug
EPRAZINONE,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1,BSHWLCACYCVCJE-UHFFFAOYSA-N,approved drug
MAXACALCITOL,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,DTXXSJZBSTYZKE-ZDQKKZTESA-N,approved drug
phenazopyridine,Nc1ccc(N=Nc2ccccc2)c(N)n1,QPFYXYFORQJZEC-UHFFFAOYSA-N,approved drug
glycol salicylate,O=C(OCCO)c1ccccc1O,LVYLCBNXHHHPSB-UHFFFAOYSA-N,approved drug
metandienone,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,XWALNWXLMVGSFR-HLXURNFRSA-N,approved drug
TROLNITRATE,O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],HWKQNAWCHQMZHK-UHFFFAOYSA-N,approved drug
TROXACITABINE,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,RXRGZNYSEHTMHC-BQBZGAKWSA-N,approved drug
FOSFLUCONAZOLE,O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,GHJWNRRCRIGGIO-UHFFFAOYSA-N,approved drug
PROPICILLIN,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,HOCWPKXKMNXINF-XQERAMJGSA-N,approved drug
AMFENAC,Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1,SOYCMDCMZDHQFP-UHFFFAOYSA-N,approved drug
ISOEUGENOL,CC=Cc1ccc(O)c(OC)c1,BJIOGJUNALELMI-UHFFFAOYSA-N,approved drug
PROPIVERINE,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,QPCVHQBVMYCJOM-UHFFFAOYSA-N,approved drug
BERAPROST,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)O)c3O[C@H]2C[C@H]1O,CTPOHARTNNSRSR-APJZLKAGSA-N,approved drug
etofylline clofibrate,Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,KYAKGJDISSNVPZ-UHFFFAOYSA-N,approved drug
GARENOXACIN,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,NJDRXTDGYFKORP-LLVKDONJSA-N,approved drug
METHYLHOMATROPINE,C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,WKWOJBUWWZTUQV-SPUOUPEWSA-N,approved drug
LOBENZARIT,O=C(O)c1ccccc1Nc1cc(Cl)ccc1C(=O)O,UGDPYGKWIHHBMB-UHFFFAOYSA-N,approved drug
DELAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,WOUOLAUOZXOLJQ-MBSDFSHPSA-N,approved drug
VALRUBICIN,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,ZOCKGBMQLCSHFP-KQRAQHLDSA-N,approved drug
PHENETURIDE,CCC(C(=O)NC(N)=O)c1ccccc1,AJOQSQHYDOFIOX-UHFFFAOYSA-N,approved drug
PENTAERYTHRITOL TETRANITRATE,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],TZRXHJWUDPFEEY-UHFFFAOYSA-N,approved drug
Indocyanine green acid form,CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)O)c2ccc3ccccc3c21,BDBMLMBYCXNVMC-UHFFFAOYSA-O,approved drug
DIMEMORFAN,Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,KBEZZLAAKIIPFK-NJAFHUGGSA-N,approved drug
biphenylol,Oc1ccccc1-c1ccccc1,LLEMOWNGBBNAJR-UHFFFAOYSA-N,approved drug
DIETHAZINE,CCN(CC)CCN1c2ccccc2Sc2ccccc21,LURMIKVZJSMXQE-UHFFFAOYSA-N,approved drug
AMYLMETACRESOL,CCCCCc1ccc(C)cc1O,CKGWFZQGEQJZIL-UHFFFAOYSA-N,approved drug
tifenamil,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,WHLUQAYNVOGZST-UHFFFAOYSA-N,approved drug
ETHYL SALICYLATE,CCOC(=O)c1ccccc1O,GYCKQBWUSACYIF-UHFFFAOYSA-N,approved drug
ESTRAMUSTINE PHOSPHATE,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,ADFOJJHRTBFFOF-RBRWEJTLSA-N,approved drug
ANGIOTENSIN II,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CZGUSIXMZVURDU-JZXHSEFVSA-N,approved drug
fosfestrol,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,NLORYLAYLIXTID-ISLYRVAYSA-N,approved drug
MEDRONIC ACID,O=P(O)(O)CP(=O)(O)O,MBKDYNNUVRNNRF-UHFFFAOYSA-N,approved drug
BUTETAMATE,CCC(C(=O)OCCN(CC)CC)c1ccccc1,CKWHSYRZDLWQFV-UHFFFAOYSA-N,approved drug
OTILONIUM,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1,NQHNLNLJPDMBFN-UHFFFAOYSA-O,approved drug
METIZOLINE,Cc1sc2ccccc2c1CC1=NCCN1,NDNKHWUXXOFHTD-UHFFFAOYSA-N,approved drug
MITIGLINIDE,O=C(O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1,WPGGHFDDFPHPOB-BBWFWOEESA-N,approved drug
cyclovalone,COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O,DHKKONBXGAAFTB-UHFFFAOYSA-N,approved drug
cefetamet pivoxil,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CS[C@H]12)c1csc(N)n1,DASYMCLQENWCJG-XUKDPADISA-N,approved drug
TRICHLOROACETIC ACID,O=C(O)C(Cl)(Cl)Cl,YNJBWRMUSHSURL-UHFFFAOYSA-N,approved drug
GLYCYCLAMIDE,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,RIGBPMDIGYBTBJ-UHFFFAOYSA-N,approved drug
BENZNIDAZOLE,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,CULUWZNBISUWAS-UHFFFAOYSA-N,approved drug
FENPIVERINIUM,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,QDIYJDPBMZUZEH-UHFFFAOYSA-O,approved drug
PYRICARBATE,CNC(=O)OCc1cccc(COC(=O)NC)n1,YEKQSSHBERGOJK-UHFFFAOYSA-N,approved drug
AZARIBINE,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,QQOBRRFOVWGIMD-OJAKKHQRSA-N,approved drug
PARETHOXYCAINE,CCOc1ccc(C(=O)OCCN(CC)CC)cc1,OWWVHQUOYSPNNE-UHFFFAOYSA-N,approved drug
AZOSEMIDE,NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl,HMEDEBAJARCKCT-UHFFFAOYSA-N,approved drug
ALPIDEM,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,JRTIDHTUMYMPRU-UHFFFAOYSA-N,approved drug
PYRITHIONE ZINC,C1=CC2=[S][Zn]3(ON2C=C1)ON1C=CC=CC1=[S]3,PICXIOQBANWBIZ-UHFFFAOYSA-N,approved drug
OLEANDOMYCIN,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@H]2C)O[C@@H](C)[C@@H]1O,RZPAKFUAFGMUPI-QESOVKLGSA-N,approved drug
PIPOTIAZINE PALMITATE,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,KTOYYUONFQWSMW-UHFFFAOYSA-N,approved drug
SIVELESTAT,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,BTGNGJJLZOIYID-UHFFFAOYSA-N,approved drug
PROPIPOCAINE,CCCOc1ccc(C(=O)CCN2CCCCC2)cc1,STHAHFPLLHRRRO-UHFFFAOYSA-N,approved drug
SULFOBROMOPHTHALEIN,O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21,OHTXTCNTQJFRIG-UHFFFAOYSA-N,approved drug
CAMOSTAT,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,XASIMHXSUQUHLV-UHFFFAOYSA-N,approved drug
ARTESUNATE,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,FIHJKUPKCHIPAT-AHIGJZGOSA-N,approved drug
TERODILINE,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,UISARWKNNNHPGI-UHFFFAOYSA-N,approved drug
DIMETHAZAN,CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C,CMKUGKVVUUGBHJ-UHFFFAOYSA-N,approved drug
glycerol 3-phosphate,O=P(O)(O)OCC(O)CO,AWUCVROLDVIAJX-UHFFFAOYSA-N,approved drug
SUPLATAST,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,DYZJXZOQQRXDLE-UHFFFAOYSA-O,approved drug
PHENACAINE,CCOc1ccc(N=C(C)Nc2ccc(OCC)cc2)cc1,QXDAEKSDNVPFJG-UHFFFAOYSA-N,approved drug
PANTETHINE,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,DJWYOLJPSHDSAL-ROUUACIJSA-N,approved drug
Aluminum subacetate,CC(=O)O[Al](O)OC(C)=O,HQQUTGFAWJNQIP-UHFFFAOYSA-K,approved drug
ENOXOLONE,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,MPDGHEJMBKOTSU-YKLVYJNSSA-N,approved drug
TROVAFLOXACIN,N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,WVPSKSLAZQPAKQ-CDMJZVDBSA-N,approved drug
fluprednidene acetate,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,DEFOZIFYUBUHHU-IYQKUMFPSA-N,approved drug
QUIFENADINE,OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2,PZMAHNDJABQWGS-UHFFFAOYSA-N,approved drug
GAMMA-AMINO-BETA-HYDROXYBUTYRIC ACID,NCC(O)CC(=O)O,YQGDEPYYFWUPGO-UHFFFAOYSA-N,approved drug
TREOSULFAN,CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O,YCPOZVAOBBQLRI-UHFFFAOYSA-N,approved drug
Coenzyme M,O=S(=O)(O)CCS,ZNEWHQLOPFWXOF-UHFFFAOYSA-N,approved drug
ASTROMICIN,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,BIDUPMYXGFNAEJ-APGVDKLISA-N,approved drug
TROLEANDOMYCIN,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,LQCLVBQBTUVCEQ-GSELTXNRSA-N,approved drug
LATANOPROST,CC(C)OC(=O)CCC/C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,GGXICVAJURFBLW-RDSJPUOVSA-N,approved drug
amiloxate,COc1ccc(C=CC(=O)OCCC(C)C)cc1,UBNYRXMKIIGMKK-UHFFFAOYSA-N,approved drug
BENZIODARONE,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,CZCHIEJNWPNBDE-UHFFFAOYSA-N,approved drug
"2,2'-Dibenzothiazyl disulfide",c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,AFZSMODLJJCVPP-UHFFFAOYSA-N,approved drug
SARPOGRELATE,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,FFYNAVGJSYHHFO-UHFFFAOYSA-N,approved drug
PERISOXAL,OC(CN1CCCCC1)c1cc(-c2ccccc2)on1,XKFIQZCHJUUSBA-UHFFFAOYSA-N,approved drug
BENZOIN,O=C(c1ccccc1)C(O)c1ccccc1,ISAOCJYIOMOJEB-UHFFFAOYSA-N,approved drug
AMOPROXAN,COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC,YOKPRDAUBGOISU-UHFFFAOYSA-N,approved drug
NIZOFENONE,CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl,WZGBZLHGOVJDET-UHFFFAOYSA-N,approved drug
EPOPROSTENOL,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)O)C[C@@H]21,KAQKFAOMNZTLHT-OZUDYXHBSA-N,approved drug
NORDAZEPAM,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,AKPLHCDWDRPJGD-UHFFFAOYSA-N,approved drug
NORELGESTROMIN,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC,ISHXLNHNDMZNMC-XUDSTZEESA-N,approved drug
TERGURIDE,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,JOAHPSVPXZTVEP-YXJHDRRASA-N,approved drug
VASOPRESSIN,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,KBZOIRJILGZLEJ-LGYYRGKSSA-N,approved drug
IOTROXIC ACID,O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,JXMIBUGMYLQZGO-UHFFFAOYSA-N,approved drug
strychnine,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,QMGVPVSNSZLJIA-FVWCLLPLSA-N,approved drug
bisbentiamine,C/C(=C(/CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(\C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,IWXAZSAGYJHXPX-BCEWYCLDSA-N,approved drug
ALBUTOIN,C=CCN1C(=O)C(CC(C)C)NC1=S,RATGSRSDPNECNO-UHFFFAOYSA-N,approved drug
OXYPHENISATIN ACETATE,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,PHPUXYRXPHEJDF-UHFFFAOYSA-N,approved drug
TIOTROPIUM,C[N+]1(C)[C@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21,LERNTVKEWCAPOY-FPISHFTHSA-N,approved drug
GLUCONIC ACID,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,RGHNJXZEOKUKBD-SQOUGZDYSA-N,approved drug
tiquizium,C[N@+]12CCCC[C@@H]1CCC(=C(c1cccs1)c1cccs1)C2,ZGSDGGRVFIYKKE-OXQOHEQNSA-N,approved drug
OXOMEMAZINE,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,QTQPVLDZQVPLGV-UHFFFAOYSA-N,approved drug
TROLAMINE,OCCN(CCO)CCO,GSEJCLTVZPLZKY-UHFFFAOYSA-N,approved drug
ACETOMENAPHTHONE,CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,RYWSYCQQUDFMAU-UHFFFAOYSA-N,approved drug
BAMETHAN,CCCCNCC(O)c1ccc(O)cc1,RDUHXGIIUDVSHR-UHFFFAOYSA-N,approved drug
ALLOCLAMIDE,C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,UHWFVIPXDFZTFA-UHFFFAOYSA-N,approved drug
NETILMICIN,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,CIDUJQMULVCIBT-MQDUPKMGSA-N,approved drug
ANCITABINE,N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12,BBDAGFIXKZCXAH-CCXZUQQUSA-N,approved drug
MENATETRENONE,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,DKHGMERMDICWDU-GHDNBGIDSA-N,approved drug
methysergide,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,KPJZHOPZRAFDTN-ZRGWGRIASA-N,approved drug
CARPHENAZINE,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,XZSMZRXAEFNJCU-UHFFFAOYSA-N,approved drug
solifenacin,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,FBOUYBDGKBSUES-VXKWHMMOSA-N,approved drug
FENCLOZIC ACID,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,APBSKHYXXKHJFK-UHFFFAOYSA-N,approved drug
TERPIN,CC(C)(O)[C@H]1CC[C@@](C)(O)CC1,RBNWAMSGVWEHFP-WAAGHKOSSA-N,approved drug
CHLORAZANIL,Nc1ncnc(Nc2ccc(Cl)cc2)n1,YRZQHIVOIFJEEE-UHFFFAOYSA-N,approved drug
OXENDOLONE,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O,FCKLFGKATYPJPG-SSTBVEFVSA-N,approved drug
AZASETRON,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21,WUKZPHOXUVCQOR-UHFFFAOYSA-N,approved drug
BENIDIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,QZVNQOLPLYWLHQ-GEPVFLLWSA-N,approved drug
Midecamycin,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O,DMUAPQTXSSNEDD-QALJCMCCSA-N,approved drug
MEPHENOXALONE,COc1ccccc1OCC1CNC(=O)O1,ZMNSRFNUONFLSP-UHFFFAOYSA-N,approved drug
PYRROCAINE,Cc1cccc(C)c1NC(=O)CN1CCCC1,OYCGKECKIVYHTN-UHFFFAOYSA-N,approved drug
TREPIBUTONE,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,YPTFHLJNWSJXKG-UHFFFAOYSA-N,approved drug
ECTYLUREA,C/C=C(/CC)C(=O)NC(N)=O,QCUPYFTWJOZAOB-HYXAFXHYSA-N,approved drug
Tosylchloramide,Cc1ccc(S(=O)(=O)NCl)cc1,NXTVQNIVUKXOIL-UHFFFAOYSA-N,approved drug
FEPRAZONE,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,RBBWCVQDXDFISW-UHFFFAOYSA-N,approved drug
HYDROXYAMPHETAMINE,CC(N)Cc1ccc(O)cc1,GIKNHHRFLCDOEU-UHFFFAOYSA-N,approved drug
VERALIPRIDE,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,RYJXBGGBZJGVQF-UHFFFAOYSA-N,approved drug
TALINOLOL,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,MXFWWQICDIZSOA-UHFFFAOYSA-N,approved drug
glycyrrhizic acid,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,LPLVUJXQOOQHMX-QWBHMCJMSA-N,approved drug
BUTINOLINE,OC(C#CCN1CCCC1)(c1ccccc1)c1ccccc1,LWPXJPFOEPMIRG-UHFFFAOYSA-N,approved drug
Canrenoic acid,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)O,PBKZPPIHUVSDNM-WNHSNXHDSA-N,approved drug
BETAMETHASONE VALERATE,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,SNHRLVCMMWUAJD-SUYDQAKGSA-N,approved drug
BUNAZOSIN,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,RHLJLALHBZGAFM-UHFFFAOYSA-N,approved drug
BETAMETHASONE BUTYRATE PROPIONATE,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,VXOWJCTXWVWLLC-REGDIAEZSA-N,approved drug
ACEGLUMATE,CC(=O)NC(CCC(=O)O)C(=O)O,RFMMMVDNIPUKGG-UHFFFAOYSA-N,approved drug
HYDROCORTISONE BUTYRATE,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BMCQMVFGOVHVNG-TUFAYURCSA-N,approved drug
OLPRINONE,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,JPAWFIIYTJQOKW-UHFFFAOYSA-N,approved drug
CRIDANIMOD,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21,UOMKBIIXHQIERR-UHFFFAOYSA-N,approved drug
ROSE BENGAL,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,VDNLFJGJEQUWRB-UHFFFAOYSA-N,approved drug
TRIBROMSALAN,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,KVSKGMLNBAPGKH-UHFFFAOYSA-N,approved drug
TRICLOCARBAN,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,ICUTUKXCWQYESQ-UHFFFAOYSA-N,approved drug
OCTABENZONE,CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,QUAMTGJKVDWJEQ-UHFFFAOYSA-N,approved drug
BENZODODECINIUM,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,CYDRXTMLKJDRQH-UHFFFAOYSA-N,approved drug
Temoporfin,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4ccc(n4)c(-c4cccc(O)c4)c4ccc2[nH]4)CC3)c1,LYPFDBRUNKHDGX-UHFFFAOYSA-N,approved drug
betiatide,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,VDPYMEBVIDZKMD-UHFFFAOYSA-N,approved drug
NEMONAPRIDE,CNc1cc(OC)c(C(=O)N[C@@H]2CCN(Cc3ccccc3)[C@@H]2C)cc1Cl,KRVOJOCLBAAKSJ-RDTXWAMCSA-N,approved drug
FLUTRIMAZOLE,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,QHMWCHQXCUNUAK-UHFFFAOYSA-N,approved drug
PHENYL SALICYLATE,O=C(Oc1ccccc1)c1ccccc1O,ZQBAKBUEJOMQEX-UHFFFAOYSA-N,approved drug
TOLPERISONE,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,FSKFPVLPFLJRQB-UHFFFAOYSA-N,approved drug
